X 191 vars=V0:164,V2:188,V4:172,V6:478,V7:501,V7:766,V8:118,V9:150,V9:398,V10:102 unsat=C0:629,C0:757
X 192 vars=V0:164,V2:308,V4:484,V6:597,V6:734,V7:510,V9:654,V10:30,V10:614,V11:574 unsat=C0:117,C0:629
X 193 vars=V0:164,V2:340,V4:20,V7:510,V8:470,V8:654,V9:430,V10:69,V10:590,V11:366 unsat=C2:101,C2:357
X 194 vars=V0:164,V2:412,V4:180,V6:478,V8:342,V9:374,V9:557,V10:494,V11:14,V11:262 unsat=C1:45,C1:685
X 195 vars=V0:164,V2:564,V4:484,V6:85,V6:694,V7:206,V8:118,V8:678,V9:126,V11:574 unsat=C2:181,C2:437
X 196 vars=V0:170,V6:60,V6:196,V7:92,V8:236,V8:388,V9:748,V10:580,V11:308,V11:516 unsat=C0:203,C0:284
X 197 vars=V0:172,V2:60,V4:236,V6:358,V6:541,V7:646,V9:278,V10:166,V10:750,V11:198 unsat=C0:61,C0:317
X 198 vars=V0:172,V2:92,V4:28,V6:110,V6:158,V7:118,V9:54,V10:174,V10:269,V11:198 unsat=C1:365,C1:621
X 199 vars=V0:172,V2:156,V4:660,V6:102,V7:126,V7:646,V8:86,V10:206,V11:613,V11:750 unsat=C2:101,C2:741
X 200 vars=V0:172,V2:164,V4:188,V6:102,V8:478,V9:501,V9:766,V10:118,V11:150,V11:398 unsat=C1:629,C1:757
X 201 vars=V0:172,V2:316,V4:236,V6:29,V6:318,V7:342,V8:254,V8:302,V9:262,V11:198 unsat=C2:125,C2:381
X 202 vars=V0:172,V2:348,V4:540,V7:646,V8:94,V8:278,V9:566,V10:269,V10:726,V11:758 unsat=C2:45,C2:301
X 203 vars=V0:172,V2:620,V4:252,V7:646,V8:733,V8:766,V9:278,V10:190,V10:750,V11:198 unsat=C0:61,C0:317
X 204 vars=V0:172,V2:620,V4:764,V6:102,V6:686,V7:646,V8:38,V8:477,V9:582,V11:726 unsat=C1:509,C1:765
X 205 vars=V0:172,V2:708,V4:692,V6:102,V7:134,V7:701,V8:254,V9:22,V9:542,V10:238 unsat=C0:61,C0:189
X 206 vars=V0:180,V2:68,V4:756,V6:710,V6:741,V7:478,V8:390,V8:694,V9:398,V11:590 unsat=C2:69,C2:325
X 207 vars=V0:180,V2:100,V4:548,V6:294,V6:502,V7:510,V9:190,V10:310,V10:469,V11:590 unsat=C1:53,C1:565
X 208 vars=V0:180,V2:164,V4:412,V6:494,V7:14,V7:262,V8:478,V10:342,V11:374,V11:557 unsat=C2:45,C2:685
X 209 vars=V0:180,V2:356,V4:292,V7:14,V8:486,V8:670,V9:702,V10:94,V10:469,V11:382 unsat=C2:245,C2:757
X 210 vars=V0:180,V2:372,V4:4,V6:310,V6:494,V7:14,V8:174,V8:677,V9:206,V11:94 unsat=C1:453,C1:709
X 211 vars=V0:180,V2:372,V4:260,V7:14,V8:134,V8:165,V9:670,V10:118,V10:582,V11:590 unsat=C0:261,C0:517
X 212 vars=V0:180,V2:460,V4:444,V6:494,V7:133,V7:270,V8:390,V9:166,V9:414,V10:374 unsat=C0:261,C0:389
X 213 vars=V0:180,V2:580,V4:756,V6:485,V6:750,V7:14,V9:670,V10:118,V10:302,V11:590 unsat=C0:261,C0:517
X 214 vars=V0:180,V2:684,V4:196,V6:494,V8:614,V9:390,V9:445,V10:510,V11:286,V11:534 unsat=C1:573,C1:701
X 215 vars=V0:188,V2:108,V4:300,V6:126,V6:430,V7:134,V9:326,V10:446,V10:669,V11:214 unsat=C1:253,C1:765
X 216 vars=V0:188,V2:124,V4:12,V6:118,V6:702,V7:150,V8:109,V8:310,V9:598,V11:230 unsat=C1:397,C1:653
X 217 vars=V0:188,V2:124,V4:268,V7:150,V8:270,V8:365,V9:294,V10:206,V10:254,V11:214 unsat=C0:461,C0:717
X 218 vars=V0:188,V2:172,V4:164,V6:118,V7:150,V7:398,V8:102,V10:478,V11:501,V11:766 unsat=C2:629,C2:757
X 219 vars=V0:188,V2:212,V4:196,V6:118,V7:333,V7:406,V8:526,V9:38,V9:558,V10:510 unsat=C0:461,C0:589
X 220 vars=V0:188,V2:332,V4:508,V6:374,V6:429,V7:150,V9:294,V10:254,V10:438,V11:214 unsat=C0:461,C0:717
X 221 vars=V0:188,V2:364,V4:44,V7:150,V8:110,V8:294,V9:70,V10:230,V10:669,V11:6 unsat=C2:189,C2:701
X 222 vars=V0:188,V2:436,V4:204,V6:118,V8:750,V9:14,V9:389,V10:134,V11:422,V11:670 unsat=C1:517,C1:645
X 223 vars=V0:188,V2:588,V4:508,V6:334,V6:685,V7:614,V8:318,V8:526,V9:534,V11:214 unsat=C2:13,C2:269
X 224 vars=V0:194,V6:468,V6:604,V7:500,V8:28,V8:644,V9:388,V10:220,V11:156,V11:716 unsat=C0:35,C0:692
X 225 vars=V0:196,V2:84,V4:260,V6:373,V6:766,V7:286,V9:686,V10:390,V10:574,V11:606 unsat=C0:149,C0:661
X 226 vars=V0:196,V2:116,V4:52,V6:518,V6:566,V7:526,V9:462,V10:101,V10:582,V11:606 unsat=C1:197,C1:453
X 227 vars=V0:196,V2:180,V4:684,V6:510,V7:286,V7:534,V8:494,V10:614,V11:390,V11:445 unsat=C2:573,C2:701
X 228 vars=V0:196,V2:188,V4:212,V6:510,V8:118,V9:333,V9:406,V10:526,V11:38,V11:558 unsat=C1:461,C1:589
X 229 vars=V0:196,V2:340,V4:260,V6:629,V6:726,V7:750,V8:662,V8:710,V9:670,V11:606 unsat=C2:213,C2:725
X 230 vars=V0:196,V2:372,V4:564,V7:286,V8:502,V8:686,V9:206,V10:101,V10:366,V11:398 unsat=C2:133,C2:645
X 231 vars=V0:196,V2:644,V4:20,V6:326,V6:510,V7:286,V8:309,V8:446,V9:222,V11:366 unsat=C1:341,C1:597
X 232 vars=V0:196,V2:644,V4:276,V7:286,V8:406,V8:565,V9:686,V10:390,V10:598,V11:606 unsat=C0:149,C0:661
X 233 vars=V0:196,V2:732,V4:716,V6:510,V7:533,V7:542,V8:662,V9:182,V9:430,V10:646 unsat=C0:21,C0:661
X 234 vars=V0:204,V2:92,V4:12,V6:350,V6:573,V7:118,V8:30,V8:334,V9:38,V11:230 unsat=C2:157,C2:669
X 235 vars=V0:204,V2:124,V4:572,V6:142,V6:702,V7:150,V9:598,V10:301,V10:718,V11:230 unsat=C1:397,C1:653
X 236 vars=V0:204,V2:188,V4:436,V6:134,V7:422,V7:670,V8:118,V10:750,V11:14,V11:389 unsat=C2:517,C2:645
X 237 vars=V0:204,V2:380,V4:316,V7:422,V8:126,V8:310,V9:342,V10:301,V10:502,V11:22 unsat=C2:77,C2:589
X 238 vars=V0:204,V2:396,V4:28,V6:134,V6:718,V7:422,V8:509,V8:582,V9:614,V11:502 unsat=C1:285,C1:541
X 239 vars=V0:204,V2:396,V4:284,V7:422,V8:542,V8:765,V9:310,V10:222,V10:526,V11:230 unsat=C0:93,C0:349
X 240 vars=V0:204,V2:484,V4:468,V6:134,V7:678,V7:733,V8:30,V9:54,V9:574,V10:14 unsat=C0:93,C0:221
X 241 vars=V0:204,V2:604,V4:12,V6:317,V6:390,V7:422,V9:310,V10:526,V10:710,V11:230 unsat=C0:93,C0:349
X 242 vars=V0:204,V2:708,V4:220,V6:134,V8:254,V9:30,V9:277,V10:150,V11:174,V11:694 unsat=C1:405,C1:533
X 243 vars=V0:212,V2:132,V4:324,V6:70,V6:534,V7:542,V9:734,V10:86,V10:501,V11:622 unsat=C1:85,C1:597
X 244 vars=V0:212,V2:148,V4:36,V6:342,V6:526,V7:558,V8:709,V8:718,V9:238,V11:638 unsat=C1:229,C1:485
X 245 vars=V0:212,V2:148,V4:292,V7:558,V8:197,V8:678,V9:702,V10:614,V10:662,V11:622 unsat=C0:293,C0:549
X 246 vars=V0:212,V2:196,V4:188,V6:526,V7:38,V7:558,V8:510,V10:118,V11:333,V11:406 unsat=C2:461,C2:589
X 247 vars=V0:212,V2:236,V4:220,V6:526,V7:46,V7:165,V8:166,V9:198,V9:446,V10:150 unsat=C0:293,C0:421
X 248 vars=V0:212,V2:356,V4:532,V6:14,V6:261,V7:558,V9:702,V10:78,V10:662,V11:622 unsat=C0:293,C0:549
X 249 vars=V0:212,V2:388,V4:68,V7:558,V8:518,V8:702,V9:478,V10:501,V10:638,V11:414 unsat=C2:21,C2:533
X 250 vars=V0:212,V2:460,V4:228,V6:526,V8:390,V9:221,V9:422,V10:542,V11:62,V11:310 unsat=C1:349,C1:477
X 251 vars=V0:212,V2:612,V4:532,V6:517,V6:742,V7:254,V8:166,V8:726,V9:174,V11:622 unsat=C2:101,C2:613
X 252 vars=V0:218,V6:108,V6:244,V7:140,V8:284,V8:436,V9:28,V10:628,V11:356,V11:564 unsat=C0:332,C0:635
X 253 vars=V0:220,V2:108,V4:284,V6:205,V6:406,V7:694,V9:326,V10:30,V10:214,V11:246 unsat=C0:493,C0:749
X 254 vars=V0:220,V2:140,V4:76,V6:158,V6:206,V7:166,V9:102,V10:222,V10:701,V11:246 unsat=C1:29,C1:285
X 255 vars=V0:220,V2:204,V4:708,V6:150,V7:174,V7:694,V8:134,V10:254,V11:30,V11:277 unsat=C2:405,C2:533
X 256 vars=V0:220,V2:212,V4:236,V6:150,V8:526,V9:46,V9:165,V10:166,V11:198,V11:446 unsat=C1:293,C1:421
X 257 vars=V0:220,V2:364,V4:284,V6:366,V6:461,V7:390,V8:302,V8:350,V9:310,V11:246 unsat=C2:45,C2:557
X 258 vars=V0:220,V2:396,V4:588,V7:694,V8:142,V8:326,V9:614,V10:6,V10:701,V11:38 unsat=C2:477,C2:733
X 259 vars=V0:220,V2:668,V4:44,V6:150,V6:734,V7:694,V8:86,V8:141,V9:630,V11:6 unsat=C1:173,C1:429
X 260 vars=V0:220,V2:668,V4:300,V7:694,V8:46,V8:397,V9:326,V10:30,V10:238,V11:246 unsat=C0:493,C0:749
X 261 vars=V0:220,V2:756,V4:740,V6:150,V7:182,V7:365,V8:302,V9:70,V9:590,V10:286 unsat=C0:493,C0:621
X 262 vars=V0:228,V2:116,V4:36,V6:405,V6:758,V7:526,V8:438,V8:742,V9:446,V11:638 unsat=C2:501,C2:757
X 263 vars=V0:228,V2:148,V4:596,V6:342,V6:550,V7:558,V9:238,V10:133,V10:358,V11:638 unsat=C1:229,C1:485
X 264 vars=V0:228,V2:212,V4:460,V6:542,V7:62,V7:310,V8:526,V10:390,V11:221,V11:422 unsat=C2:349,C2:477
X 265 vars=V0:228,V2:404,V4:340,V7:62,V8:534,V8:718,V9:750,V10:133,V10:142,V11:430 unsat=C2:421,C2:677
X 266 vars=V0:228,V2:420,V4:52,V6:358,V6:542,V7:62,V8:222,V8:341,V9:254,V11:142 unsat=C1:117,C1:373
X 267 vars=V0:228,V2:420,V4:308,V7:62,V8:182,V8:597,V9:718,V10:166,V10:630,V11:638 unsat=C0:181,C0:693
X 268 vars=V0:228,V2:508,V4:492,V6:542,V7:318,V7:565,V8:438,V9:214,V9:462,V10:422 unsat=C0:53,C0:693
X 269 vars=V0:228,V2:628,V4:36,V6:30,V6:149,V7:62,V9:718,V10:166,V10:350,V11:638 unsat=C0:181,C0:693
X 270 vars=V0:228,V2:732,V4:244,V6:542,V8:662,V9:109,V9:438,V10:558,V11:334,V11:582 unsat=C1:237,C1:365
X 271 vars=V0:236,V2:156,V4:348,V6:174,V6:478,V7:182,V9:374,V10:333,V10:494,V11:262 unsat=C1:429,C1:685
X 272 vars=V0:236,V2:172,V4:60,V6:166,V6:750,V7:198,V8:358,V8:541,V9:646,V11:278 unsat=C1:61,C1:317
X 273 vars=V0:236,V2:172,V4:316,V7:198,V8:29,V8:318,V9:342,V10:254,V10:302,V11:262 unsat=C0:125,C0:381
X 274 vars=V0:236,V2:220,V4:212,V6:166,V7:198,V7:446,V8:150,V10:526,V11:46,V11:165 unsat=C2:293,C2:421
X 275 vars=V0:236,V2:260,V4:244,V6:166,V7:454,V7:765,V8:574,V9:86,V9:606,V10:558 unsat=C0:125,C0:253
X 276 vars=V0:236,V2:380,V4:556,V6:93,V6:422,V7:198,V9:342,V10:302,V10:486,V11:262 unsat=C0:125,C0:381
X 277 vars=V0:236,V2:412,V4:92,V7:198,V8:158,V8:342,V9:118,V10:278,V10:333,V11:54 unsat=C2:365,C2:621
X 278 vars=V0:236,V2:484,V4:252,V6:166,V8:30,V9:53,V9:62,V10:182,V11:470,V11:718 unsat=C1:181,C1:309
X 279 vars=V0:236,V2:636,V4:556,V6:349,V6:382,V7:662,V8:366,V8:574,V9:582,V11:262 unsat=C2:445,C2:701
X 280 vars=V0:242,V6:516,V6:652,V7:548,V8:76,V8:692,V9:436,V10:268,V11:204,V11:764 unsat=C0:467,C0:740
X 281 vars=V0:244,V2:12,V4:764,V6:558,V7:197,V7:590,V8:710,V9:230,V9:478,V10:694 unsat=C0:325,C0:453
X 282 vars=V0:244,V2:132,V4:308,V6:37,V6:46,V7:334,V9:734,V10:438,V10:622,V11:654 unsat=C0:325,C0:581
X 283 vars=V0:244,V2:164,V4:100,V6:566,V6:614,V7:574,V9:510,V10:533,V10:630,V11:654 unsat=C1:117,C1:629
X 284 vars=V0:244,V2:228,V4:732,V6:558,V7:334,V7:582,V8:542,V10:662,V11:109,V11:438 unsat=C2:237,C2:365
X 285 vars=V0:244,V2:236,V4:260,V6:558,V8:166,V9:454,V9:765,V10:574,V11:86,V11:606 unsat=C1:125,C1:253
X 286 vars=V0:244,V2:388,V4:308,V6:6,V6:293,V7:30,V8:710,V8:758,V9:718,V11:654 unsat=C2:389,C2:645
X 287 vars=V0:244,V2:420,V4:612,V7:334,V8:550,V8:734,V9:254,V10:414,V10:533,V11:446 unsat=C2:309,C2:565
X 288 vars=V0:244,V2:692,V4:68,V6:374,V6:558,V7:334,V8:494,V8:741,V9:270,V11:414 unsat=C1:5,C1:261
X 289 vars=V0:244,V2:692,V4:324,V7:334,V8:229,V8:454,V9:734,V10:438,V10:646,V11:654 unsat=C0:325,C0:581
X 290 vars=V0:252,V2:140,V4:60,V6:237,V6:398,V7:166,V8:78,V8:382,V9:86,V11:278 unsat=C2:333,C2:589
X 291 vars=V0:252,V2:172,V4:620,V6:190,V6:750,V7:198,V9:646,V10:733,V10:766,V11:278 unsat=C1:61,C1:317
X 292 vars=V0:252,V2:236,V4:484,V6:182,V7:470,V7:718,V8:166,V10:30,V11:53,V11:62 unsat=C2:181,C2:309
X 293 vars=V0:252,V2:428,V4:364,V7:470,V8:174,V8:358,V9:390,V10:550,V10:733,V11:70 unsat=C2:253,C2:509
X 294 vars=V0:252,V2:444,V4:76,V6:182,V6:766,V7:470,V8:173,V8:630,V9:662,V11:550 unsat=C1:205,C1:717
X 295 vars=V0:252,V2:444,V4:332,V7:470,V8:429,V8:590,V9:358,V10:270,V10:574,V11:278 unsat=C0:13,C0:525
X 296 vars=V0:252,V2:532,V4:516,V6:182,V7:397,V7:726,V8:78,V9:102,V9:622,V10:62 unsat=C0:525,C0:653
X 297 vars=V0:252,V2:652,V4:60,V6:438,V6:749,V7:470,V9:358,V10:574,V10:758,V11:278 unsat=C0:13,C0:525
X 298 vars=V0:252,V2:756,V4:268,V6:182,V8:302,V9:78,V9:709,V10:198,V11:222,V11:742 unsat=C1:69,C1:197
X 299 vars=V0:260,V2:180,V4:372,V6:118,V6:582,V7:590,V9:14,V10:134,V10:165,V11:670 unsat=C1:261,C1:517
X 300 vars=V0:260,V2:196,V4:84,V6:390,V6:574,V7:606,V8:373,V8:766,V9:286,V11:686 unsat=C1:149,C1:661
X 301 vars=V0:260,V2:196,V4:340,V7:606,V8:629,V8:726,V9:750,V10:662,V10:710,V11:670 unsat=C0:213,C0:725
X 302 vars=V0:260,V2:244,V4:236,V6:574,V7:86,V7:606,V8:558,V10:166,V11:454,V11:765 unsat=C2:125,C2:253
X 303 vars=V0:260,V2:284,V4:268,V6:574,V7:94,V7:597,V8:214,V9:246,V9:494,V10:198 unsat=C0:85,C0:725
X 304 vars=V0:260,V2:404,V4:580,V6:62,V6:693,V7:606,V9:750,V10:126,V10:710,V11:670 unsat=C0:213,C0:725
X 305 vars=V0:260,V2:436,V4:116,V7:606,V8:566,V8:750,V9:526,V10:165,V10:686,V11:462 unsat=C2:197,C2:453
X 306 vars=V0:260,V2:508,V4:276,V6:574,V8:438,V9:470,V9:653,V10:590,V11:110,V11:358 unsat=C1:13,C1:141
X 307 vars=V0:260,V2:660,V4:580,V6:22,V6:181,V7:302,V8:6,V8:214,V9:222,V11:670 unsat=C2:277,C2:533
X 308 vars=V0:266,V6:156,V6:292,V7:188,V8:332,V8:484,V9:76,V10:676,V11:404,V11:612 unsat=C0:299,C0:380
X 309 vars=V0:268,V2:36,V4:20,V6:198,V7:29,V7:230,V8:350,V9:118,V9:638,V10:334 unsat=C0:157,C0:285
X 310 vars=V0:268,V2:156,V4:332,V6:454,V6:637,V7:742,V9:374,V10:78,V10:262,V11:294 unsat=C0:157,C0:413
X 311 vars=V0:268,V2:188,V4:124,V6:206,V6:254,V7:214,V9:150,V10:270,V10:365,V11:294 unsat=C1:461,C1:717
X 312 vars=V0:268,V2:252,V4:756,V6:198,V7:222,V7:742,V8:182,V10:302,V11:78,V11:709 unsat=C2:69,C2:197
X 313 vars=V0:268,V2:260,V4:284,V6:198,V8:574,V9:94,V9:597,V10:214,V11:246,V11:494 unsat=C1:85,C1:725
X 314 vars=V0:268,V2:412,V4:332,V6:125,V6:414,V7:438,V8:350,V8:398,V9:358,V11:294 unsat=C2:221,C2:477
X 315 vars=V0:268,V2:444,V4:636,V7:742,V8:190,V8:374,V9:662,V10:54,V10:365,V11:86 unsat=C2:141,C2:397
X 316 vars=V0:268,V2:716,V4:92,V6:14,V6:198,V7:742,V8:134,V8:573,V9:678,V11:54 unsat=C1:93,C1:605
X 317 vars=V0:268,V2:716,V4:348,V7:742,V8:61,V8:94,V9:374,V10:78,V10:286,V11:294 unsat=C0:157,C0:413
X 318 vars=V0:276,V2:12,V4:292,V6:590,V8:710,V9:486,V9:541,V10:606,V11:382,V11:630 unsat=C1:29,C1:669
X 319 vars=V0:276,V2:164,V4:84,V6:38,V6:69,V7:574,V8:22,V8:486,V9:494,V11:686 unsat=C2:165,C2:421
X 320 vars=V0:276,V2:196,V4:644,V6:390,V6:598,V7:606,V9:286,V10:406,V10:565,V11:686 unsat=C1:149,C1:661
X 321 vars=V0:276,V2:260,V4:508,V6:590,V7:110,V7:358,V8:574,V10:438,V11:470,V11:653 unsat=C2:13,C2:141
X 322 vars=V0:276,V2:452,V4:388,V7:110,V8:582,V8:766,V9:30,V10:190,V10:565,V11:478 unsat=C2:85,C2:341
X 323 vars=V0:276,V2:468,V4:100,V6:406,V6:590,V7:110,V8:5,V8:270,V9:302,V11:190 unsat=C1:37,C1:549
X 324 vars=V0:276,V2:468,V4:356,V7:110,V8:230,V8:261,V9:766,V10:214,V10:678,V11:686 unsat=C0:357,C0:613
X 325 vars=V0:276,V2:556,V4:540,V6:590,V7:229,V7:366,V8:486,V9:262,V9:510,V10:470 unsat=C0:357,C0:485
X 326 vars=V0:276,V2:676,V4:84,V6:78,V6:581,V7:110,V9:766,V10:214,V10:398,V11:686 unsat=C0:357,C0:613
X 327 vars=V0:284,V2:204,V4:396,V6:222,V6:526,V7:230,V9:422,V10:542,V10:765,V11:310 unsat=C1:93,C1:349
X 328 vars=V0:284,V2:220,V4:108,V6:30,V6:214,V7:246,V8:205,V8:406,V9:694,V11:326 unsat=C1:493,C1:749
X 329 vars=V0:284,V2:220,V4:364,V7:246,V8:366,V8:461,V9:390,V10:302,V10:350,V11:310 unsat=C0:45,C0:557
X 330 vars=V0:284,V2:268,V4:260,V6:214,V7:246,V7:494,V8:198,V10:574,V11:94,V11:597 unsat=C2:85,C2:725
X 331 vars=V0:284,V2:308,V4:292,V6:214,V7:429,V7:502,V8:622,V9:134,V9:654,V10:606 unsat=C0:557,C0:685
X 332 vars=V0:284,V2:428,V4:604,V6:470,V6:525,V7:246,V9:390,V10:350,V10:534,V11:310 unsat=C0:45,C0:557
X 333 vars=V0:284,V2:460,V4:140,V7:246,V8:206,V8:390,V9:166,V10:326,V10:765,V11:102 unsat=C2:29,C2:285
X 334 vars=V0:284,V2:532,V4:300,V6:214,V8:78,V9:110,V9:485,V10:230,V11:518,V11:766 unsat=C1:613,C1:741
X 335 vars=V0:284,V2:684,V4:604,V6:13,V6:430,V7:710,V8:414,V8:622,V9:630,V11:310 unsat=C2:109,C2:365
X 336 vars=V0:290,V6:564,V6:700,V7:596,V8:124,V8:740,V9:484,V10:316,V11:44,V11:252 unsat=C0:20,C0:131
X 337 vars=V0:292,V2:60,V4:44,V6:606,V7:629,V7:638,V8:758,V9:278,V9:526,V10:742 unsat=C0:117,C0:757
X 338 vars=V0:292,V2:180,V4:356,V6:94,V6:469,V7:382,V9:14,V10:486,V10:670,V11:702 unsat=C0:245,C0:757
X 339 vars=V0:292,V2:212,V4:148,V6:614,V6:662,V7:622,V9:558,V10:197,V10:678,V11:702 unsat=C1:293,C1:549
X 340 vars=V0:292,V2:276,V4:12,V6:606,V7:382,V7:630,V8:590,V10:710,V11:486,V11:541 unsat=C2:29,C2:669
X 341 vars=V0:292,V2:284,V4:308,V6:606,V8:214,V9:429,V9:502,V10:622,V11:134,V11:654 unsat=C1:557,C1:685
X 342 vars=V0:292,V2:436,V4:356,V6:54,V6:725,V7:78,V8:38,V8:758,V9:766,V11:702 unsat=C2:53,C2:309
X 343 vars=V0:292,V2:468,V4:660,V7:382,V8:14,V8:598,V9:302,V10:197,V10:462,V11:494 unsat=C2:229,C2:741
X 344 vars=V0:292,V2:740,V4:116,V6:422,V6:606,V7:382,V8:405,V8:542,V9:318,V11:462 unsat=C1:437,C1:693
X 345 vars=V0:292,V2:740,V4:372,V7:382,V8:502,V8:661,V9:14,V10:486,V10:694,V11:702 unsat=C0:245,C0:757
X 346 vars=V0:300,V2:36,V4:316,V6:230,V8:350,V9:126,V9:373,V10:246,V11:22,V11:270 unsat=C1:501,C1:629
X 347 vars=V0:300,V2:188,V4:108,V6:446,V6:669,V7:214,V8:126,V8:430,V9:134,V11:326 unsat=C2:253,C2:765
X 348 vars=V0:300,V2:220,V4:668,V6:30,V6:238,V7:246,V9:694,V10:46,V10:397,V11:326 unsat=C1:493,C1:749
X 349 vars=V0:300,V2:284,V4:532,V6:230,V7:518,V7:766,V8:214,V10:78,V11:110,V11:485 unsat=C2:613,C2:741
X 350 vars=V0:300,V2:476,V4:412,V7:518,V8:222,V8:406,V9:438,V10:397,V10:598,V11:118 unsat=C2:173,C2:685
X 351 vars=V0:300,V2:492,V4:124,V6:46,V6:230,V7:518,V8:605,V8:678,V9:710,V11:598 unsat=C1:381,C1:637
X 352 vars=V0:300,V2:492,V4:380,V7:518,V8:93,V8:638,V9:406,V10:318,V10:622,V11:326 unsat=C0:189,C0:445
X 353 vars=V0:300,V2:580,V4:564,V6:230,V7:6,V7:61,V8:126,V9:150,V9:670,V10:110 unsat=C0:189,C0:317
X 354 vars=V0:300,V2:700,V4:108,V6:413,V6:486,V7:518,V9:406,V10:38,V10:622,V11:326 unsat=C0:189,C0:445
X 355 vars=V0:308,V2:228,V4:420,V6:166,V6:630,V7:638,V9:62,V10:182,V10:597,V11:718 unsat=C1:181,C1:693
X 356 vars=V0:308,V2:244,V4:132,V6:438,V6:622,V7:654,V8:37,V8:46,V9:334,V11:734 unsat=C1:325,C1:581
X 357 vars=V0:308,V2:244,V4:388,V7:654,V8:6,V8:293,V9:30,V10:710,V10:758,V11:718 unsat=C0:389,C0:645
X 358 vars=V0:308,V2:292,V4:284,V6:622,V7:134,V7:654,V8:606,V10:214,V11:429,V11:502 unsat=C2:557,C2:685
X 359 vars=V0:308,V2:332,V4:316,V6:622,V7:142,V7:261,V8:262,V9:294,V9:542,V10:246 unsat=C0:389,C0:517
X 360 vars=V0:308,V2:452,V4:628,V6:110,V6:357,V7:654,V9:30,V10:174,V10:758,V11:718 unsat=C0:389,C0:645
X 361 vars=V0:308,V2:484,V4:164,V7:654,V8:30,V8:614,V9:574,V10:597,V10:734,V11:510 unsat=C2:117,C2:629
X 362 vars=V0:308,V2:556,V4:324,V6:622,V8:486,V9:317,V9:518,V10:638,V11:158,V11:406 unsat=C1:445,C1:573
X 363 vars=V0:308,V2:708,V4:628,V6:70,V6:613,V7:350,V8:54,V8:262,V9:270,V11:718 unsat=C2:197,C2:709
X 364 vars=V0:314,V6:204,V6:340,V7:236,V8:380,V8:532,V9:124,V10:724,V11:452,V11:660 unsat=C0:428,C0:731
X 365 vars=V0:316,V2:84,V4:68,V6:246,V7:278,V7:461,V8:398,V9:166,V9:686,V10:382 unsat=C0:589,C0:717
X 366 vars=V0:316,V2:204,V4:380,V6:301,V6:502,V7:22,V9:422,V10:126,V10:310,V11:342 unsat=C0:77,C0:589
X 367 vars=V0:316,V2:236,V4:172,V6:254,V6:302,V7:262,V9:198,V10:29,V10:318,V11:342 unsat=C1:125,C1:381
X 368 vars=V0:316,V2:300,V4:36,V6:246,V7:22,V7:270,V8:230,V10:350,V11:126,V11:373 unsat=C2:501,C2:629
X 369 vars=V0:316,V2:308,V4:332,V6:246,V8:622,V9:142,V9:261,V10:262,V11:294,V11:542 unsat=C1:389,C1:517
X 370 vars=V0:316,V2:460,V4:380,V6:462,V6:557,V7:486,V8:398,V8:446,V9:406,V11:342 unsat=C2:141,C2:653
X 371 vars=V0:316,V2:492,V4:684,V7:22,V8:238,V8:422,V9:710,V10:29,V10:102,V11:134 unsat=C2:61,C2:573
X 372 vars=V0:316,V2:764,V4:140,V6:62,V6:246,V7:22,V8:182,V8:237,V9:726,V11:102 unsat=C1:269,C1:525
X 373 vars=V0:316,V2:764,V4:396,V7:22,V8:142,V8:493,V9:422,V10:126,V10:334,V11:342 unsat=C0:77,C0:589
X 374 vars=V0:324,V2:60,V4:340,V6:638,V8:758,V9:205,V9:534,V10:654,V11:430,V11:678 unsat=C1:333,C1:461
X 375 vars=V0:324,V2:212,V4:132,V6:86,V6:501,V7:622,V8:70,V8:534,V9:542,V11:734 unsat=C2:85,C2:597
X 376 vars=V0:324,V2:244,V4:692,V6:438,V6:646,V7:654,V9:334,V10:229,V10:454,V11:734 unsat=C1:325,C1:581
X 377 vars=V0:324,V2:308,V4:556,V6:638,V7:158,V7:406,V8:622,V10:486,V11:317,V11:518 unsat=C2:445,C2:573
X 378 vars=V0:324,V2:500,V4:436,V7:158,V8:46,V8:630,V9:78,V10:229,V10:238,V11:526 unsat=C2:5,C2:517
X 379 vars=V0:324,V2:516,V4:148,V6:454,V6:638,V7:158,V8:318,V8:437,V9:350,V11:238 unsat=C1:213,C1:469
X 380 vars=V0:324,V2:516,V4:404,V7:158,V8:278,V8:693,V9:46,V10:262,V10:726,V11:734 unsat=C0:21,C0:277
X 381 vars=V0:324,V2:604,V4:588,V6:638,V7:414,V7:661,V8:534,V9:310,V9:558,V10:518 unsat=C0:21,C0:149
X 382 vars=V0:324,V2:724,V4:132,V6:126,V6:245,V7:158,V9:46,V10:262,V10:446,V11:734 unsat=C0:21,C0:277
X 383 vars=V0:332,V2:252,V4:444,V6:270,V6:574,V7:278,V9:470,V10:429,V10:590,V11:358 unsat=C1:13,C1:525
X 384 vars=V0:332,V2:268,V4:156,V6:78,V6:262,V7:294,V8:454,V8:637,V9:742,V11:374 unsat=C1:157,C1:413
X 385 vars=V0:332,V2:268,V4:412,V7:294,V8:125,V8:414,V9:438,V10:350,V10:398,V11:358 unsat=C0:221,C0:477
X 386 vars=V0:332,V2:316,V4:308,V6:262,V7:294,V7:542,V8:246,V10:622,V11:142,V11:261 unsat=C2:389,C2:517
X 387 vars=V0:332,V2:356,V4:340,V6:262,V7:93,V7:550,V8:670,V9:182,V9:702,V10:654 unsat=C0:221,C0:349
